SA-5,Information System Documentation,","","Maintain architecture docs in Azure Wiki; update with system changes.",""
SA-5(1),Operation/Management Documentation,","","Document runbooks for Azure automation tasks, store in Azure DevOps or Azure Automation.",""
SA-6,Software Usage Restrictions,","","Restrict usage to approved Azure software (via Marketplace agreement). Block unapproved images with policies.",""
SA-7,User-Installed Software,","","Prevent installation by restricting permissions. Use Azure Security Center to audit unapproved apps.",""
SA-8,Developer Security Testing,","","Perform penetration tests on applications (Azure WebApp vulnerability). Use Azure security testing labs.",""
SA-9,Developer Security Reviews,","","Require code review for security; use Azure DevOps branch policies.",""
SA-10,Developer Configuration Management,","","Use source control in Azure DevOps/GitHub; track changes via CI/CD pipelines.",""
SA-11,Developer Security Architecture,","","Incorporate threat modeling in design; use Azure design review templates.",""
SA-12,Supply Chain Protection,","","Verify Azure supply chain (Microsoft trust center). For your vendors, request SOC 2 / ISO certifications.",""
SA-13,Software and Firmware Integrity,","","Use signed images (Azure Marketplace images are signed). Use Trusted Launch for VMs.",""
SA-14,System Security and Privacy Requirements,","","Include security requirements in Azure design documents (HIPAA, GDPR).",""
SA-15,Development Process Outsourcing,","","Ensure third-parties follow org security (legal agreements). Monitor via contractual controls.",""
SA-16,Developer Testing,","","Test in isolated environments. Use Azure DevTest Labs; clear data between tests.",""
SA-17,Third-Party Software Security,","","Require vendors to deliver code scanned for vulnerabilities (e.g., via SonarCloud in pipelines).",""
SA-18,Customer Environment Policy,","","Map Azure controls to customer compliance (CSP). Provide FedRAMP or ISO docs to customers.",""
SC-1,Security and Privacy Plans,Review system security plans regularly.,Update plans to reflect Azure changes.,None.,"Use Azure security controls: implement Network Security Groups, Azure Firewall, DDoS Protection, NSGs, and Private Link for sensitive resources. Enforce encryption in transit (TLS) and at rest. Use Azure Policy to audit secure network configurations.","Same in Azure Gov, using portal.azure.us for network and encryption policies."
SC-2,Application Partitioning,Separate user functionality from privileged.,","","Segment apps via resource groups/VNets. Use RBAC to isolate functions. Apply WAF for web tiers.","Same in Azure Gov."
SC-3,Security Function Isolation,","","Use Azure Container Instances or AKS for isolation. Use Dedicated Hosts for VM isolation.",""
SC-4,Information Remnants,Remove sensitive data from storage after use.,","","Use Azure Data Factory or Purview to scrub data. Enable storage immutable blobs if needed.",""
SC-5,Denial of Service Protection,","","Enable Azure DDoS Standard on public endpoints. Monitor attacks via Azure Monitor and Security Center.",""
SC-7,Boundary Protection,Separate networks with DMZs or VNet peering.","","Use Azure Firewall, NSGs, Service Endpoints to enforce boundaries. Monitor via Network Watcher.",""
SC-7(1),Publicly Accessible Boundary,","","Place public services behind Azure Front Door or WAF. Log via Diagnostics.",""
SC-7(2),Network Isolation,","","Use Azure Virtual Networks and NSGs. Private Link to hide PaaS from Internet.",""
SC-7(3),Resource Isolation,","","Deploy resources in separate subscriptions or management groups by sensitivity. Use service tags/VNet restrictions.",""
SC-7(4),Boundaries,","","Use Azure Virtual WAN for branch connectivity and enforcement.",""
SC-7(8),Transmission,","","Require HTTPS/IPsec. Use Azure VPN and Service Bus TLS.",""
SC-7(10),Integrity Flow,","","Use IPsec or MACsec. Leverage Azure SSL/TLS e.g. in Application Gateway.",""
SC-7(11),Cryptographic Boundaries,","","Use Azure Key Vault for key management. Keep keys region-specific if needed.",""
SC-8,Transmission Confidentiality,Encrypt transmitted data.","","Use TLS 1.2+ by default for all web services (Azure enforces HTTPS). Use IPsec for VPNs.",""
SC-8(1),High Value Data,","","Always encrypt even internally; consider Double encryption (disk + file-level).",""
SC-8(3),Wireless Transmission,","","Use secure WiFi protocols; for Azure, ensure any wireless IoT has TLS/DTLS.",""
SC-9,Transmission Integrity,Verify transmitted data isn't altered.","","Use TLS. TLS verifies integrity by design. For messaging, use SAS tokens or Azure Event Hubs transport security.",""
SC-12,Cryptographic Key Establishment and Management,","","Use Azure Key Vault with RBAC. Rotate keys/certs periodically, using managed HSM if needed.",""
SC-12(1),Lifecycle,","","Automate rotation with Azure Key Vault Key Rotation feature. Use Key Vault events for reminders.",""
SC-12(2),Manufacturer's Key,","","Do not use vendor hard-coded keys; always replace with Azure-managed keys.",""
SC-13,Cryptographic Protection,","","Encrypt data at rest with Azure Storage Encryption. Use managed keys (Microsoft or customer-managed).",""
SC-13(1),Encryption,","","Ensure at least AES-256 is used (Azure default). Use Azure Disk Encryption for VMs.",""
SC-17,Public Key Infrastructure Certificates,","","Use Azure Key Vault to manage certificates. Use App Service Certificates or key vault integration.",""
SC-17(1),Distribution,","","Use Azure DNS and App Service to renew certificates. Deploy certificates through Key Vault.",""
SC-18,Non-Mandatory: private keys stored securely.","","Do not store private keys in code. Use Key Vault to fetch ephemeral keys.",""
SC-19,Voice,Video, and Multifunction Devices,","","Configure IP phones/VTC to use secure protocols (SRTP). Azure has no direct role; ensure enterprise network sec.",""
SC-20,Secure Name/Address Resolution,","","Use Azure DNS Private Zones, DNSSEC for public zones, and restrict DNS servers.",""
SC-21,Secure Name/Address Resolution Service (Authoritative source),","","Use Azure DNS with DNSSEC validation. Use Custom DNS on Azure VNet.",""
SC-22,Collaborative Computing Devices,","","Secure any shared devices with kiosk mode and Azure AD joined policies. Not specific to Azure infra.",""
SC-23,Session Authenticity,","","Azure AD issues tokens with signing. Use SSL client certificates if needed. Azure adds X-MS-Authorization entry.",""
SC-24,Fail in Known State,","","Configure Azure services to fail closed. E.g., Azure Firewall default deny all.",""
SC-25,Thin Nodes,","","Use Azure Virtual Desktop or Cloud PC for thin clients. Ensure connection broker uses SSL.",""
SC-28,Protection of Information at Rest,","","Azure Storage encryption at rest is on by default. Use customer-managed keys in Key Vault.",""
SI-1,System and Information Integrity Policy and Procedures,","","Define patching and malware policies. Document use of Azure Defender.",""
SI-2,Flaw Remediation,","","Use Azure Update Management for OS patches. Use Microsoft Defender for Endpoint for applications. Automate with Arc.",""
SI-3,Malicious Code Protection,","","Enable Microsoft Defender for Endpoint on VMs. Use Azure Firewall to block malicious domains. Azure Sentinel for malware alerts.",""
SI-3(1),Automatic Updates,","","Configure Windows Update for VMs. Use Azure Automation to schedule updates for Linux.",""
SI-4,Information System Monitoring,","","Enable Microsoft Defender for Cloud on all subscriptions: Servers, SQL, Storage, Key Vault.:contentReference[oaicite:9]{index=9}:contentReference[oaicite:10]{index=10} Use Azure Sentinel for SIEM.",""
SI-4(1),Alert Systems,","","Configure Azure Monitor alerts for high-severity threats (e.g., Defender alerts).",""
SI-4(2),Filesystem Integrity Checking,","","Use Azure Policy for baseline configs. Enable Azure Baseline (security baseline analytics) and endpoint protection.",""
SI-4(3),Integritet,","","Use Defender for Endpoint sensor to detect tampering. Azure policies to detect signed drivers misuse.",""
SI-5,Security Alerts,","","Implement Azure Alerts (Action Groups) and Azure Sentinel Analytics. Subscribe to Azure Security Center alerts.",""
SI-5(3),Automated Response,","","Use Azure Logic Apps playbooks (via Sentinel) to automatically respond to incidents (isolate VM, notify admins).",""
SI-7,Software and Information Integrity,","","Ensure VHDs are signed/untampered (use Azure images). Use Secure Boot in UEFI (Azure Trusted Launch).",""
SI-8,Vulnerability Management,","","Use Azure Defender Vulnerability Assessment on SQL/VMs. Regularly remediate per Security Center recommendations.",""
SI-8(1),Re-search,","","Use Azure DevOps to track CVE patches. Use Azure functions to auto-remediate common misconfigurations.",""
SI-11,Error Handling,","","Azure will not expose debug info; handle exceptions in app code. Configure App Service to not show stack traces in prod.",""
SI-12,Pinging of TTS,","","Disable external ping response. (Not azure-related; firewall drop ICMP).",""
SI-16,Memory Protection,","","Use virtualization to isolate processes. On Azure, trust the hypervisor. For on-prem, ensure DEP/NX enabled; provision e.g. Azure Dedicated Host.",""
